% compkeys-2.1.9d5.txt
% Created: 1999-Jun-06
% Posted:  1999-Jun-06
% Derived from: unidata-2.1.9d5.txt
% Sifter version: 2.8 1999-Jun-06
2.1.9d5 % version

203C ; [*021E.0020.0004.0021] [*021E.0020.0004.0021] % DOUBLE EXCLAMATION MARK; COMPATSEQ
FDBF ; [.0B3E.0020.0019.062D] [.0B39.0020.0019.062C] [.0B9A.0020.0019.064A] % ARABIC LIGATURE HAH WITH JEEM WITH YEH FINAL FORM; COMPATSEQ
FD5B ; [.0B3E.0020.0019.062D] [.0B83.0020.0019.0645] [.0B99.0020.0019.0649] % ARABIC LIGATURE HAH WITH MEEM WITH ALEF MAKSURA FINAL FORM; COMPATSEQ
FD5A ; [.0B3E.0020.0019.062D] [.0B83.0020.0019.0645] [.0B9A.0020.0019.064A] % ARABIC LIGATURE HAH WITH MEEM WITH YEH FINAL FORM; COMPATSEQ
FD1B ; [.0B3E.0020.0019.062D] [.0B99.0020.0019.0649] % ARABIC LIGATURE HAH WITH ALEF MAKSURA FINAL FORM; COMPATSEQ
FD1C ; [.0B3E.0020.0019.062D] [.0B9A.0020.0019.064A] % ARABIC LIGATURE HAH WITH YEH FINAL FORM; COMPATSEQ
FC17 ; [.0B3E.0020.001A.062D] [.0B39.0020.001A.062C] % ARABIC LIGATURE HAH WITH JEEM ISOLATED FORM; COMPATSEQ
FC18 ; [.0B3E.0020.001A.062D] [.0B83.0020.001A.0645] % ARABIC LIGATURE HAH WITH MEEM ISOLATED FORM; COMPATSEQ
FCFF ; [.0B3E.0020.001A.062D] [.0B99.0020.001A.0649] % ARABIC LIGATURE HAH WITH ALEF MAKSURA ISOLATED FORM; COMPATSEQ
FD00 ; [.0B3E.0020.001A.062D] [.0B9A.0020.001A.064A] % ARABIC LIGATURE HAH WITH YEH ISOLATED FORM; COMPATSEQ
FCAB ; [.0B3F.0020.0017.062E] [.0B39.0020.0017.062C] % ARABIC LIGATURE KHAH WITH JEEM INITIAL FORM; COMPATSEQ
FCAC ; [.0B3F.0020.0017.062E] [.0B83.0020.0017.0645] % ARABIC LIGATURE KHAH WITH MEEM INITIAL FORM; COMPATSEQ
FD1F ; [.0B3F.0020.0019.062E] [.0B99.0020.0019.0649] % ARABIC LIGATURE KHAH WITH ALEF MAKSURA FINAL FORM; COMPATSEQ
FD20 ; [.0B3F.0020.0019.062E] [.0B9A.0020.0019.064A] % ARABIC LIGATURE KHAH WITH YEH FINAL FORM; COMPATSEQ
FC19 ; [.0B3F.0020.001A.062E] [.0B39.0020.001A.062C] % ARABIC LIGATURE KHAH WITH JEEM ISOLATED FORM; COMPATSEQ
FC1A ; [.0B3F.0020.001A.062E] [.0B3E.0020.001A.062D] % ARABIC LIGATURE KHAH WITH HAH ISOLATED FORM; COMPATSEQ
FC1B ; [.0B3F.0020.001A.062E] [.0B83.0020.001A.0645] % ARABIC LIGATURE KHAH WITH MEEM ISOLATED FORM; COMPATSEQ
FD03 ; [.0B3F.0020.001A.062E] [.0B99.0020.001A.0649] % ARABIC LIGATURE KHAH WITH ALEF MAKSURA ISOLATED FORM; COMPATSEQ
FD04 ; [.0B3F.0020.001A.062E] [.0B9A.0020.001A.064A] % ARABIC LIGATURE KHAH WITH YEH ISOLATED FORM; COMPATSEQ
FDF6 ; [.0B4E.0020.001A.0631] [.0B59.0020.001A.0633] [.0B8F.0020.001A.0648] [.0B7F.0020.001A.0644] % ARABIC LIGATURE RASOUL ISOLATED FORM; COMPATSEQ
FCAD ; [.0B59.0020.0017.0633] [.0B39.0020.0017.062C] % ARABIC LIGATURE SEEN WITH JEEM INITIAL FORM; COMPATSEQ
FD5D ; [.0B59.0020.0017.0633] [.0B39.0020.0017.062C] [.0B3E.0020.0017.062D] % ARABIC LIGATURE SEEN WITH JEEM WITH HAH INITIAL FORM; COMPATSEQ
FCAE ; [.0B59.0020.0017.0633] [.0B3E.0020.0017.062D] % ARABIC LIGATURE SEEN WITH HAH INITIAL FORM; COMPATSEQ
FD5C ; [.0B59.0020.0017.0633] [.0B3E.0020.0017.062D] [.0B39.0020.0017.062C] % ARABIC LIGATURE SEEN WITH HAH WITH JEEM INITIAL FORM; COMPATSEQ
FCAF ; [.0B59.0020.0017.0633] [.0B3F.0020.0017.062E] % ARABIC LIGATURE SEEN WITH KHAH INITIAL FORM; COMPATSEQ
FCB0 ; [.0B59.0020.0017.0633] [.0B83.0020.0017.0645] % ARABIC LIGATURE SEEN WITH MEEM INITIAL FORM; COMPATSEQ
FD61 ; [.0B59.0020.0017.0633] [.0B83.0020.0017.0645] [.0B39.0020.0017.062C] % ARABIC LIGATURE SEEN WITH MEEM WITH JEEM INITIAL FORM; COMPATSEQ
FD60 ; [.0B59.0020.0017.0633] [.0B83.0020.0017.0645] [.0B3E.0020.0017.062D] % ARABIC LIGATURE SEEN WITH MEEM WITH HAH INITIAL FORM; COMPATSEQ
FD63 ; [.0B59.0020.0017.0633] [.0B83.0020.0017.0645] [.0B83.0020.0017.0645] % ARABIC LIGATURE SEEN WITH MEEM WITH MEEM INITIAL FORM; COMPATSEQ
FD31 ; [.0B59.0020.0017.0633] [.0B89.0020.0017.0647] % ARABIC LIGATURE SEEN WITH HEH INITIAL FORM; COMPATSEQ
FD34 ; [.0B59.0020.0018.0633] [.0B39.0020.0018.062C] % ARABIC LIGATURE SEEN WITH JEEM MEDIAL FORM; COMPATSEQ
FD35 ; [.0B59.0020.0018.0633] [.0B3E.0020.0018.062D] % ARABIC LIGATURE SEEN WITH HAH MEDIAL FORM; COMPATSEQ
FD36 ; [.0B59.0020.0018.0633] [.0B3F.0020.0018.062E] % ARABIC LIGATURE SEEN WITH KHAH MEDIAL FORM; COMPATSEQ
FCE7 ; [.0B59.0020.0018.0633] [.0B83.0020.0018.0645] % ARABIC LIGATURE SEEN WITH MEEM MEDIAL FORM; COMPATSEQ
FCE8 ; [.0B59.0020.0018.0633] [.0B89.0020.0018.0647] % ARABIC LIGATURE SEEN WITH HEH MEDIAL FORM; COMPATSEQ
FD5E ; [.0B59.0020.0019.0633] [.0B39.0020.0019.062C] [.0B99.0020.0019.0649] % ARABIC LIGATURE SEEN WITH JEEM WITH ALEF MAKSURA FINAL FORM; COMPATSEQ
FDA8 ; [.0B59.0020.0019.0633] [.0B3F.0020.0019.062E] [.0B99.0020.0019.0649] % ARABIC LIGATURE SEEN WITH KHAH WITH ALEF MAKSURA FINAL FORM; COMPATSEQ
FDC6 ; [.0B59.0020.0019.0633] [.0B3F.0020.0019.062E] [.0B9A.0020.0019.064A] % ARABIC LIGATURE SEEN WITH KHAH WITH YEH FINAL FORM; COMPATSEQ
FD2A ; [.0B59.0020.0019.0633] [.0B4E.0020.0019.0631] % ARABIC LIGATURE SEEN WITH REH FINAL FORM; COMPATSEQ
FD5F ; [.0B59.0020.0019.0633] [.0B83.0020.0019.0645] [.0B3E.0020.0019.062D] % ARABIC LIGATURE SEEN WITH MEEM WITH HAH FINAL FORM; COMPATSEQ
FD62 ; [.0B59.0020.0019.0633] [.0B83.0020.0019.0645] [.0B83.0020.0019.0645] % ARABIC LIGATURE SEEN WITH MEEM WITH MEEM FINAL FORM; COMPATSEQ
FD17 ; [.0B59.0020.0019.0633] [.0B99.0020.0019.0649] % ARABIC LIGATURE SEEN WITH ALEF MAKSURA FINAL FORM; COMPATSEQ
FD18 ; [.0B59.0020.0019.0633] [.0B9A.0020.0019.064A] % ARABIC LIGATURE SEEN WITH YEH FINAL FORM; COMPATSEQ
FC1C ; [.0B59.0020.001A.0633] [.0B39.0020.001A.062C] % ARABIC LIGATURE SEEN WITH JEEM ISOLATED FORM; COMPATSEQ
FC1D ; [.0B59.0020.001A.0633] [.0B3E.0020.001A.062D] % ARABIC LIGATURE SEEN WITH HAH ISOLATED FORM; COMPATSEQ
FC1E ; [.0B59.0020.001A.0633] [.0B3F.0020.001A.062E] % ARABIC LIGATURE SEEN WITH KHAH ISOLATED FORM; COMPATSEQ
FD0E ; [.0B59.0020.001A.0633] [.0B4E.0020.001A.0631] % ARABIC LIGATURE SEEN WITH REH ISOLATED FORM; COMPATSEQ
FC1F ; [.0B59.0020.001A.0633] [.0B83.0020.001A.0645] % ARABIC LIGATURE SEEN WITH MEEM ISOLATED FORM; COMPATSEQ
FCFB ; [.0B59.0020.001A.0633] [.0B99.0020.001A.0649] % ARABIC LIGATURE SEEN WITH ALEF MAKSURA ISOLATED FORM; COMPATSEQ
FCFC ; [.0B59.0020.001A.0633] [.0B9A.0020.001A.064A] % ARABIC LIGATURE SEEN WITH YEH ISOLATED FORM; COMPATSEQ
FD2D ; [.0B5A.0020.0017.0634] [.0B39.0020.0017.062C] % ARABIC LIGATURE SHEEN WITH JEEM INITIAL FORM; COMPATSEQ
FD2E ; [.0B5A.0020.0017.0634] [.0B3E.0020.0017.062D] % ARABIC LIGATURE SHEEN WITH HAH INITIAL FORM; COMPATSEQ
FD68 ; [.0B5A.0020.0017.0634] [.0B3E.0020.0017.062D] [.0B83.0020.0017.0645] % ARABIC LIGATURE SHEEN WITH HAH WITH MEEM INITIAL FORM; COMPATSEQ
FD2F ; [.0B5A.0020.0017.0634] [.0B3F.0020.0017.062E] % ARABIC LIGATURE SHEEN WITH KHAH INITIAL FORM; COMPATSEQ
FD30 ; [.0B5A.0020.0017.0634] [.0B83.0020.0017.0645] % ARABIC LIGATURE SHEEN WITH MEEM INITIAL FORM; COMPATSEQ
FD6B ; [.0B5A.0020.0017.0634] [.0B83.0020.0017.0645] [.0B3F.0020.0017.062E] % ARABIC LIGATURE SHEEN WITH MEEM WITH KHAH INITIAL FORM; COMPATSEQ
FD6D ; [.0B5A.0020.0017.0634] [.0B83.0020.0017.0645] [.0B83.0020.0017.0645] % ARABIC LIGATURE SHEEN WITH MEEM WITH MEEM INITIAL FORM; COMPATSEQ
FD32 ; [.0B5A.0020.0017.0634] [.0B89.0020.0017.0647] % ARABIC LIGATURE SHEEN WITH HEH INITIAL FORM; COMPATSEQ
FD37 ; [.0B5A.0020.0018.0634] [.0B39.0020.0018.062C] % ARABIC LIGATURE SHEEN WITH JEEM MEDIAL FORM; COMPATSEQ
FD38 ; [.0B5A.0020.0018.0634] [.0B3E.0020.0018.062D] % ARABIC LIGATURE SHEEN WITH HAH MEDIAL FORM; COMPATSEQ
FD39 ; [.0B5A.0020.0018.0634] [.0B3F.0020.0018.062E] % ARABIC LIGATURE SHEEN WITH KHAH MEDIAL FORM; COMPATSEQ
FCE9 ; [.0B5A.0020.0018.0634] [.0B83.0020.0018.0645] % ARABIC LIGATURE SHEEN WITH MEEM MEDIAL FORM; COMPATSEQ
FCEA ; [.0B5A.0020.0018.0634] [.0B89.0020.0018.0647] % ARABIC LIGATURE SHEEN WITH HEH MEDIAL FORM; COMPATSEQ
FD25 ; [.0B5A.0020.0019.0634] [.0B39.0020.0019.062C] % ARABIC LIGATURE SHEEN WITH JEEM FINAL FORM; COMPATSEQ
FD69 ; [.0B5A.0020.0019.0634] [.0B39.0020.0019.062C] [.0B9A.0020.0019.064A] % ARABIC LIGATURE SHEEN WITH JEEM WITH YEH FINAL FORM; COMPATSEQ
FD26 ; [.0B5A.0020.0019.0634] [.0B3E.0020.0019.062D] % ARABIC LIGATURE SHEEN WITH HAH FINAL FORM; COMPATSEQ
FD67 ; [.0B5A.0020.0019.0634] [.0B3E.0020.0019.062D] [.0B83.0020.0019.0645] % ARABIC LIGATURE SHEEN WITH HAH WITH MEEM FINAL FORM; COMPATSEQ
FDAA ; [.0B5A.0020.0019.0634] [.0B3E.0020.0019.062D] [.0B9A.0020.0019.064A] % ARABIC LIGATURE SHEEN WITH HAH WITH YEH FINAL FORM; COMPATSEQ
FD27 ; [.0B5A.0020.0019.0634] [.0B3F.0020.0019.062E] % ARABIC LIGATURE SHEEN WITH KHAH FINAL FORM; COMPATSEQ
FD29 ; [.0B5A.0020.0019.0634] [.0B4E.0020.0019.0631] % ARABIC LIGATURE SHEEN WITH REH FINAL FORM; COMPATSEQ
FD28 ; [.0B5A.0020.0019.0634] [.0B83.0020.0019.0645] % ARABIC LIGATURE SHEEN WITH MEEM FINAL FORM; COMPATSEQ
FD6A ; [.0B5A.0020.0019.0634] [.0B83.0020.0019.0645] [.0B3F.0020.0019.062E] % ARABIC LIGATURE SHEEN WITH MEEM WITH KHAH FINAL FORM; COMPATSEQ
FD6C ; [.0B5A.0020.0019.0634] [.0B83.0020.0019.0645] [.0B83.0020.0019.0645] % ARABIC LIGATURE SHEEN WITH MEEM WITH MEEM FINAL FORM; COMPATSEQ
FD19 ; [.0B5A.0020.0019.0634] [.0B99.0020.0019.0649] % ARABIC LIGATURE SHEEN WITH ALEF MAKSURA FINAL FORM; COMPATSEQ
FD1A ; [.0B5A.0020.0019.0634] [.0B9A.0020.0019.064A] % ARABIC LIGATURE SHEEN WITH YEH FINAL FORM; COMPATSEQ
FD09 ; [.0B5A.0020.001A.0634] [.0B39.0020.001A.062C] % ARABIC LIGATURE SHEEN WITH JEEM ISOLATED FORM; COMPATSEQ
FD0A ; [.0B5A.0020.001A.0634] [.0B3E.0020.001A.062D] % ARABIC LIGATURE SHEEN WITH HAH ISOLATED FORM; COMPATSEQ
FD0B ; [.0B5A.0020.001A.0634] [.0B3F.0020.001A.062E] % ARABIC LIGATURE SHEEN WITH KHAH ISOLATED FORM; COMPATSEQ
FD0D ; [.0B5A.0020.001A.0634] [.0B4E.0020.001A.0631] % ARABIC LIGATURE SHEEN WITH REH ISOLATED FORM; COMPATSEQ
FD0C ; [.0B5A.0020.001A.0634] [.0B83.0020.001A.0645] % ARABIC LIGATURE SHEEN WITH MEEM ISOLATED FORM; COMPATSEQ
FCFD ; [.0B5A.0020.001A.0634] [.0B99.0020.001A.0649] % ARABIC LIGATURE SHEEN WITH ALEF MAKSURA ISOLATED FORM; COMPATSEQ
FCFE ; [.0B5A.0020.001A.0634] [.0B9A.0020.001A.064A] % ARABIC LIGATURE SHEEN WITH YEH ISOLATED FORM; COMPATSEQ
FCB1 ; [.0B5E.0020.0017.0635] [.0B3E.0020.0017.062D] % ARABIC LIGATURE SAD WITH HAH INITIAL FORM; COMPATSEQ
FD65 ; [.0B5E.0020.0017.0635] [.0B3E.0020.0017.062D] [.0B3E.0020.0017.062D] % ARABIC LIGATURE SAD WITH HAH WITH HAH INITIAL FORM; COMPATSEQ
FCB2 ; [.0B5E.0020.0017.0635] [.0B3F.0020.0017.062E] % ARABIC LIGATURE SAD WITH KHAH INITIAL FORM; COMPATSEQ
FCB3 ; [.0B5E.0020.0017.0635] [.0B83.0020.0017.0645] % ARABIC LIGATURE SAD WITH MEEM INITIAL FORM; COMPATSEQ
FDC5 ; [.0B5E.0020.0017.0635] [.0B83.0020.0017.0645] [.0B83.0020.0017.0645] % ARABIC LIGATURE SAD WITH MEEM WITH MEEM INITIAL FORM; COMPATSEQ
FD64 ; [.0B5E.0020.0019.0635] [.0B3E.0020.0019.062D] [.0B3E.0020.0019.062D] % ARABIC LIGATURE SAD WITH HAH WITH HAH FINAL FORM; COMPATSEQ
FDA9 ; [.0B5E.0020.0019.0635] [.0B3E.0020.0019.062D] [.0B9A.0020.0019.064A] % ARABIC LIGATURE SAD WITH HAH WITH YEH FINAL FORM; COMPATSEQ
FD2B ; [.0B5E.0020.0019.0635] [.0B4E.0020.0019.0631] % ARABIC LIGATURE SAD WITH REH FINAL FORM; COMPATSEQ
FD66 ; [.0B5E.0020.0019.0635] [.0B83.0020.0019.0645] [.0B83.0020.0019.0645] % ARABIC LIGATURE SAD WITH MEEM WITH MEEM FINAL FORM; COMPATSEQ
FD21 ; [.0B5E.0020.0019.0635] [.0B99.0020.0019.0649] % ARABIC LIGATURE SAD WITH ALEF MAKSURA FINAL FORM; COMPATSEQ
FD22 ; [.0B5E.0020.0019.0635] [.0B9A.0020.0019.064A] % ARABIC LIGATURE SAD WITH YEH FINAL FORM; COMPATSEQ
FC20 ; [.0B5E.0020.001A.0635] [.0B3E.0020.001A.062D] % ARABIC LIGATURE SAD WITH HAH ISOLATED FORM; COMPATSEQ
FD0F ; [.0B5E.0020.001A.0635] [.0B4E.0020.001A.0631] % ARABIC LIGATURE SAD WITH REH ISOLATED FORM; COMPATSEQ
FDF5 ; [.0B5E.0020.001A.0635] [.0B7F.0020.001A.0644] [.0B65.0020.001A.0639] [.0B83.0020.001A.0645] % ARABIC LIGATURE SALAM ISOLATED FORM; COMPATSEQ
FDF9 ; [.0B5E.0020.001A.0635] [.0B7F.0020.001A.0644] [.0B99.0020.001A.0649] % ARABIC LIGATURE SALLA ISOLATED FORM; COMPATSEQ
FDFA ; [.0B5E.0020.001A.0635] [.0B7F.0020.001A.0644] [.0B99.0020.001A.0649] [*0209.0020.001A.0020] [.0B2C.0020.001A.0627] [.0B7F.0020.001A.0644] [.0B7F.0020.001A.0644] [.0B89.0020.001A.0647] [*0209.0020.001A.0020] [.0B65.0020.001A.0639] [.0B7F.0020.001A.0644] [.0B9A.0020.001A.064A] [.0B89.0020.001A.0647] [*0209.0020.001A.0020] [.0B8F.0020.001A.0648] [.0B59.0020.001A.0633] [.0B7F.0020.001A.0644] [.0B83.0020.001A.0645] % ARABIC LIGATURE SALLALLAHOU ALAYHE WASALLAM; COMPATSEQ
FDF0 ; [.0B5E.0020.001A.0635] [.0B7F.0020.001A.0644] [.0BA1.0020.001A.06D2] % ARABIC LIGATURE SALLA USED AS KORANIC STOP SIGN ISOLATED FORM; COMPATSEQ
FC21 ; [.0B5E.0020.001A.0635] [.0B83.0020.001A.0645] % ARABIC LIGATURE SAD WITH MEEM ISOLATED FORM; COMPATSEQ
FD05 ; [.0B5E.0020.001A.0635] [.0B99.0020.001A.0649] % ARABIC LIGATURE SAD WITH ALEF MAKSURA ISOLATED FORM; COMPATSEQ
FD06 ; [.0B5E.0020.001A.0635] [.0B9A.0020.001A.064A] % ARABIC LIGATURE SAD WITH YEH ISOLATED FORM; COMPATSEQ
FCB4 ; [.0B5F.0020.0017.0636] [.0B39.0020.0017.062C] % ARABIC LIGATURE DAD WITH JEEM INITIAL FORM; COMPATSEQ
FCB5 ; [.0B5F.0020.0017.0636] [.0B3E.0020.0017.062D] % ARABIC LIGATURE DAD WITH HAH INITIAL FORM; COMPATSEQ
FCB6 ; [.0B5F.0020.0017.0636] [.0B3F.0020.0017.062E] % ARABIC LIGATURE DAD WITH KHAH INITIAL FORM; COMPATSEQ
FD70 ; [.0B5F.0020.0017.0636] [.0B3F.0020.0017.062E] [.0B83.0020.0017.0645] % ARABIC LIGATURE DAD WITH KHAH WITH MEEM INITIAL FORM; COMPATSEQ
FCB7 ; [.0B5F.0020.0017.0636] [.0B83.0020.0017.0645] % ARABIC LIGATURE DAD WITH MEEM INITIAL FORM; COMPATSEQ
FD6E ; [.0B5F.0020.0019.0636] [.0B3E.0020.0019.062D] [.0B99.0020.0019.0649] % ARABIC LIGATURE DAD WITH HAH WITH ALEF MAKSURA FINAL FORM; COMPATSEQ
FDAB ; [.0B5F.0020.0019.0636] [.0B3E.0020.0019.062D] [.0B9A.0020.0019.064A] % ARABIC LIGATURE DAD WITH HAH WITH YEH FINAL FORM; COMPATSEQ
FD6F ; [.0B5F.0020.0019.0636] [.0B3F.0020.0019.062E] [.0B83.0020.0019.0645] % ARABIC LIGATURE DAD WITH KHAH WITH MEEM FINAL FORM; COMPATSEQ
FD2C ; [.0B5F.0020.0019.0636] [.0B4E.0020.0019.0631] % ARABIC LIGATURE DAD WITH REH FINAL FORM; COMPATSEQ
FD23 ; [.0B5F.0020.0019.0636] [.0B99.0020.0019.0649] % ARABIC LIGATURE DAD WITH ALEF MAKSURA FINAL FORM; COMPATSEQ
FD24 ; [.0B5F.0020.0019.0636] [.0B9A.0020.0019.064A] % ARABIC LIGATURE DAD WITH YEH FINAL FORM; COMPATSEQ
FC22 ; [.0B5F.0020.001A.0636] [.0B39.0020.001A.062C] % ARABIC LIGATURE DAD WITH JEEM ISOLATED FORM; COMPATSEQ
FC23 ; [.0B5F.0020.001A.0636] [.0B3E.0020.001A.062D] % ARABIC LIGATURE DAD WITH HAH ISOLATED FORM; COMPATSEQ
FC24 ; [.0B5F.0020.001A.0636] [.0B3F.0020.001A.062E] % ARABIC LIGATURE DAD WITH KHAH ISOLATED FORM; COMPATSEQ
FD10 ; [.0B5F.0020.001A.0636] [.0B4E.0020.001A.0631] % ARABIC LIGATURE DAD WITH REH ISOLATED FORM; COMPATSEQ
FC25 ; [.0B5F.0020.001A.0636] [.0B83.0020.001A.0645] % ARABIC LIGATURE DAD WITH MEEM ISOLATED FORM; COMPATSEQ
FD07 ; [.0B5F.0020.001A.0636] [.0B99.0020.001A.0649] % ARABIC LIGATURE DAD WITH ALEF MAKSURA ISOLATED FORM; COMPATSEQ
FD08 ; [.0B5F.0020.001A.0636] [.0B9A.0020.001A.064A] % ARABIC LIGATURE DAD WITH YEH ISOLATED FORM; COMPATSEQ
FCB8 ; [.0B62.0020.0017.0637] [.0B3E.0020.0017.062D] % ARABIC LIGATURE TAH WITH HAH INITIAL FORM; COMPATSEQ
FD33 ; [.0B62.0020.0017.0637] [.0B83.0020.0017.0645] % ARABIC LIGATURE TAH WITH MEEM INITIAL FORM; COMPATSEQ
FD72 ; [.0B62.0020.0017.0637] [.0B83.0020.0017.0645] [.0B3E.0020.0017.062D] % ARABIC LIGATURE TAH WITH MEEM WITH HAH INITIAL FORM; COMPATSEQ
FD73 ; [.0B62.0020.0017.0637] [.0B83.0020.0017.0645] [.0B83.0020.0017.0645] % ARABIC LIGATURE TAH WITH MEEM WITH MEEM INITIAL FORM; COMPATSEQ
FD3A ; [.0B62.0020.0018.0637] [.0B83.0020.0018.0645] % ARABIC LIGATURE TAH WITH MEEM MEDIAL FORM; COMPATSEQ
FD71 ; [.0B62.0020.0019.0637] [.0B83.0020.0019.0645] [.0B3E.0020.0019.062D] % ARABIC LIGATURE TAH WITH MEEM WITH HAH FINAL FORM; COMPATSEQ
FD74 ; [.0B62.0020.0019.0637] [.0B83.0020.0019.0645] [.0B9A.0020.0019.064A] % ARABIC LIGATURE TAH WITH MEEM WITH YEH FINAL FORM; COMPATSEQ
FD11 ; [.0B62.0020.0019.0637] [.0B99.0020.0019.0649] % ARABIC LIGATURE TAH WITH ALEF MAKSURA FINAL FORM; COMPATSEQ
FD12 ; [.0B62.0020.0019.0637] [.0B9A.0020.0019.064A] % ARABIC LIGATURE TAH WITH YEH FINAL FORM; COMPATSEQ
FC26 ; [.0B62.0020.001A.0637] [.0B3E.0020.001A.062D] % ARABIC LIGATURE TAH WITH HAH ISOLATED FORM; COMPATSEQ
FC27 ; [.0B62.0020.001A.0637] [.0B83.0020.001A.0645] % ARABIC LIGATURE TAH WITH MEEM ISOLATED FORM; COMPATSEQ
FCF5 ; [.0B62.0020.001A.0637] [.0B99.0020.001A.0649] % ARABIC LIGATURE TAH WITH ALEF MAKSURA ISOLATED FORM; COMPATSEQ
FCF6 ; [.0B62.0020.001A.0637] [.0B9A.0020.001A.064A] % ARABIC LIGATURE TAH WITH YEH ISOLATED FORM; COMPATSEQ
FCB9 ; [.0B63.0020.0017.0638] [.0B83.0020.0017.0645] % ARABIC LIGATURE ZAH WITH MEEM INITIAL FORM; COMPATSEQ
FD3B ; [.0B63.0020.0018.0638] [.0B83.0020.0018.0645] % ARABIC LIGATURE ZAH WITH MEEM MEDIAL FORM; COMPATSEQ
FC28 ; [.0B63.0020.001A.0638] [.0B83.0020.001A.0645] % ARABIC LIGATURE ZAH WITH MEEM ISOLATED FORM; COMPATSEQ
FCBA ; [.0B65.0020.0017.0639] [.0B39.0020.0017.062C] % ARABIC LIGATURE AIN WITH JEEM INITIAL FORM; COMPATSEQ
FDC4 ; [.0B65.0020.0017.0639] [.0B39.0020.0017.062C] [.0B83.0020.0017.0645] % ARABIC LIGATURE AIN WITH JEEM WITH MEEM INITIAL FORM; COMPATSEQ
FCBB ; [.0B65.0020.0017.0639] [.0B83.0020.0017.0645] % ARABIC LIGATURE AIN WITH MEEM INITIAL FORM; COMPATSEQ
FD77 ; [.0B65.0020.0017.0639] [.0B83.0020.0017.0645] [.0B83.0020.0017.0645] % ARABIC LIGATURE AIN WITH MEEM WITH MEEM INITIAL FORM; COMPATSEQ
FD75 ; [.0B65.0020.0019.0639] [.0B39.0020.0019.062C] [.0B83.0020.0019.0645] % ARABIC LIGATURE AIN WITH JEEM WITH MEEM FINAL FORM; COMPATSEQ
FD76 ; [.0B65.0020.0019.0639] [.0B83.0020.0019.0645] [.0B83.0020.0019.0645] % ARABIC LIGATURE AIN WITH MEEM WITH MEEM FINAL FORM; COMPATSEQ
FD78 ; [.0B65.0020.0019.0639] [.0B83.0020.0019.0645] [.0B99.0020.0019.0649] % ARABIC LIGATURE AIN WITH MEEM WITH ALEF MAKSURA FINAL FORM; COMPATSEQ
FDB6 ; [.0B65.0020.0019.0639] [.0B83.0020.0019.0645] [.0B9A.0020.0019.064A] % ARABIC LIGATURE AIN WITH MEEM WITH YEH FINAL FORM; COMPATSEQ
FD13 ; [.0B65.0020.0019.0639] [.0B99.0020.0019.0649] % ARABIC LIGATURE AIN WITH ALEF MAKSURA FINAL FORM; COMPATSEQ
FD14 ; [.0B65.0020.0019.0639] [.0B9A.0020.0019.064A] % ARABIC LIGATURE AIN WITH YEH FINAL FORM; COMPATSEQ
FC29 ; [.0B65.0020.001A.0639] [.0B39.0020.001A.062C] % ARABIC LIGATURE AIN WITH JEEM ISOLATED FORM; COMPATSEQ
FDF7 ; [.0B65.0020.001A.0639] [.0B7F.0020.001A.0644] [.0B9A.0020.001A.064A] [.0B89.0020.001A.0647] % ARABIC LIGATURE ALAYHE ISOLATED FORM; COMPATSEQ
FC2A ; [.0B65.0020.001A.0639] [.0B83.0020.001A.0645] % ARABIC LIGATURE AIN WITH MEEM ISOLATED FORM; COMPATSEQ
FCF7 ; [.0B65.0020.001A.0639] [.0B99.0020.001A.0649] % ARABIC LIGATURE AIN WITH ALEF MAKSURA ISOLATED FORM; COMPATSEQ
FCF8 ; [.0B65.0020.001A.0639] [.0B9A.0020.001A.064A] % ARABIC LIGATURE AIN WITH YEH ISOLATED FORM; COMPATSEQ
FCBC ; [.0B66.0020.0017.063A] [.0B39.0020.0017.062C] % ARABIC LIGATURE GHAIN WITH JEEM INITIAL FORM; COMPATSEQ
FCBD ; [.0B66.0020.0017.063A] [.0B83.0020.0017.0645] % ARABIC LIGATURE GHAIN WITH MEEM INITIAL FORM; COMPATSEQ
FD79 ; [.0B66.0020.0019.063A] [.0B83.0020.0019.0645] [.0B83.0020.0019.0645] % ARABIC LIGATURE GHAIN WITH MEEM WITH MEEM FINAL FORM; COMPATSEQ
FD7B ; [.0B66.0020.0019.063A] [.0B83.0020.0019.0645] [.0B99.0020.0019.0649] % ARABIC LIGATURE GHAIN WITH MEEM WITH ALEF MAKSURA FINAL FORM; COMPATSEQ
FD7A ; [.0B66.0020.0019.063A] [.0B83.0020.0019.0645] [.0B9A.0020.0019.064A] % ARABIC LIGATURE GHAIN WITH MEEM WITH YEH FINAL FORM; COMPATSEQ
FD15 ; [.0B66.0020.0019.063A] [.0B99.0020.0019.0649] % ARABIC LIGATURE GHAIN WITH ALEF MAKSURA FINAL FORM; COMPATSEQ
FD16 ; [.0B66.0020.0019.063A] [.0B9A.0020.0019.064A] % ARABIC LIGATURE GHAIN WITH YEH FINAL FORM; COMPATSEQ
FC2B ; [.0B66.0020.001A.063A] [.0B39.0020.001A.062C] % ARABIC LIGATURE GHAIN WITH JEEM ISOLATED FORM; COMPATSEQ
FC2C ; [.0B66.0020.001A.063A] [.0B83.0020.001A.0645] % ARABIC LIGATURE GHAIN WITH MEEM ISOLATED FORM; COMPATSEQ
